"No.","Time","Source","Destination","Protocol","Length","Info"
"500","24.073859","10.0.0.216","35.186.224.24","QUIC","1292","Initial, DCID=f28de7a5565649b9, PKN: 4, PADDING, PING, PADDING"
"501","24.078834","35.186.224.24","10.0.0.216","QUIC","1292","Initial, SCID=f28de7a5565649b9, PKN: 3, ACK, PADDING"
"502","24.087120","142.251.222.14","10.0.0.216","UDP","89","443  >  49573 Len=47"
"503","24.087671","142.251.222.14","10.0.0.216","UDP","289","443  >  49573 Len=247"
"504","24.088987","10.0.0.216","35.186.224.24","QUIC","1292","Initial, DCID=f28de7a5565649b9, PKN: 6, PADDING, PING, PADDING"
"505","24.090531","10.0.0.216","142.251.222.14","UDP","557","49573  >  443 Len=515"
"506","24.093853","35.186.224.24","10.0.0.216","QUIC","1292","Initial, SCID=f28de7a5565649b9, PKN: 4, ACK, PADDING"
"507","24.103795","10.0.0.216","35.186.224.24","TCP","54","59915  >  443 [ACK] Seq=827 Ack=40 Win=256 Len=0"
"508","24.103930","10.0.0.216","35.186.224.24","QUIC","1292","Initial, DCID=f28de7a5565649b9, PKN: 8, PADDING, PING, PADDING"
"509","24.108853","35.186.224.24","10.0.0.216","QUIC","1292","Initial, SCID=f28de7a5565649b9, PKN: 5, ACK, PADDING"
"510","24.112908","142.251.222.14","10.0.0.216","UDP","75","443  >  49573 Len=33"
"511","24.119453","10.0.0.216","142.251.222.14","UDP","75","49573  >  443 Len=33"
"512","24.119539","10.0.0.216","35.186.224.24","QUIC","1292","Initial, DCID=f28de7a5565649b9, PKN: 10, PADDING, PING, PADDING"
"513","24.124055","35.186.224.24","10.0.0.216","QUIC","1292","Initial, SCID=f28de7a5565649b9, PKN: 6, ACK, PADDING"
"514","24.134523","10.0.0.216","35.186.224.24","QUIC","1292","Initial, DCID=f28de7a5565649b9, PKN: 12, PADDING, PING, PADDING"
"515","24.139841","35.186.224.24","10.0.0.216","QUIC","1292","Initial, SCID=f28de7a5565649b9, PKN: 7, ACK, PADDING"
"516","24.145077","35.186.224.24","10.0.0.216","QUIC","1292","Handshake, SCID=f28de7a5565649b9"
"517","24.145568","10.0.0.216","35.186.224.24","QUIC","208","Protected Payload (KP0), DCID=f28de7a5565649b9"
"518","24.149405","35.186.224.24","10.0.0.216","QUIC","626","Protected Payload (KP0)"
"519","24.149546","35.186.224.24","10.0.0.216","QUIC","163","Protected Payload (KP0)"
"520","24.149628","10.0.0.216","35.186.224.24","QUIC","73","Protected Payload (KP0), DCID=f28de7a5565649b9"
"521","24.174104","35.186.224.24","10.0.0.216","QUIC","66","Protected Payload (KP0)"
"522","24.296095","10.0.0.216","3.124.160.96","ICMP","74","Echo (ping) request  id=0x0001, seq=1218/49668, ttl=128 (no response found!)"
"523","24.304529","142.251.222.14","10.0.0.216","UDP","155","443  >  49573 Len=113"
"524","24.324259","10.0.0.216","142.251.222.14","UDP","82","49573  >  443 Len=40"
"525","24.343442","142.251.222.14","10.0.0.216","UDP","68","443  >  49573 Len=26"
"526","24.449677","10.0.0.216","23.218.42.32","QUIC","71","Protected Payload (KP0), DCID=1a2af64b2480cb2c"
"527","24.477904","23.218.42.32","10.0.0.216","QUIC","68","Protected Payload (KP0)"
"528","24.480184","23.218.42.32","10.0.0.216","QUIC","1494","Protected Payload (KP0)"
"529","24.511261","10.0.0.216","23.218.42.32","QUIC","74","Protected Payload (KP0), DCID=1a2af64b2480cb2c"
"530","24.606713","10.0.0.216","142.250.195.229","TCP","55","61936  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1 [TCP segment of a reassembled PDU]"
"531","24.621644","142.250.195.229","10.0.0.216","TCP","66","443  >  61936 [ACK] Seq=1 Ack=2 Win=977 Len=0 SLE=1 SRE=2"
"532","24.726331","35.186.224.24","10.0.0.216","TLSv1.2","149","Application Data"
"533","24.726833","10.0.0.216","35.186.224.24","TLSv1.2","93","Application Data"
"534","24.734607","35.186.224.24","10.0.0.216","TCP","60","443  >  59915 [ACK] Seq=135 Ack=866 Win=997 Len=0"
"535","24.828309","10.0.0.216","3.124.160.96","TCP","66","62022  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"536","25.004404","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.216? Tell 10.0.0.138"
"537","25.004417","MicroStarINT_81:18:94","TechnicolorD_a5:3d:7c","ARP","42","10.0.0.216 is at 2c:f0:5d:81:18:94"
"538","25.070573","3.124.160.96","10.0.0.216","TCP","66","443  >  62022 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1460 SACK_PERM WS=256"
"539","25.070690","10.0.0.216","3.124.160.96","TCP","54","62022  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"540","25.070793","10.0.0.216","3.124.160.96","TCP","54","62022  >  443 [FIN, ACK] Seq=1 Ack=1 Win=65536 Len=0"
"541","25.286091","10.0.0.216","23.218.42.32","QUIC","71","Protected Payload (KP0), DCID=1a2af64b2480cb2c"
"542","25.312521","3.124.160.96","10.0.0.216","TCP","60","443  >  62022 [FIN, ACK] Seq=1 Ack=2 Win=27136 Len=0"
"543","25.312571","10.0.0.216","3.124.160.96","TCP","54","62022  >  443 [ACK] Seq=2 Ack=2 Win=65536 Len=0"
"544","25.313718","23.218.42.32","10.0.0.216","QUIC","66","Protected Payload (KP0)"
"545","25.773238","142.251.42.106","10.0.0.216","UDP","120","443  >  56813 Len=78"
"546","25.810786","10.0.0.216","142.251.42.106","UDP","74","56813  >  443 Len=32"
"547","25.825426","142.251.42.106","10.0.0.216","UDP","120","443  >  56813 Len=78"
"548","25.825528","10.0.0.216","142.251.42.106","UDP","75","56813  >  443 Len=33"
"549","26.007376","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.75? Tell 10.0.0.138"
"550","26.736088","142.250.195.234","10.0.0.216","UDP","122","443  >  53034 Len=80"
"551","26.744169","10.0.0.216","142.250.195.234","UDP","75","53034  >  443 Len=33"
"552","26.918200","10.0.0.216","23.218.42.32","QUIC","71","Protected Payload (KP0), DCID=1a2af64b2480cb2c"
"553","26.944962","23.218.42.32","10.0.0.216","QUIC","66","Protected Payload (KP0)"
"554","27.010647","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.215? Tell 10.0.0.138"
"555","27.917037","10.0.0.102","10.0.0.255","UDP","348","49718  >  5002 Len=306"
"556","27.923260","10.0.0.88","10.0.0.255","UDP","348","51245  >  5002 Len=306"
"557","28.018293","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.75? Tell 10.0.0.138"
"558","28.020605","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.98? Tell 10.0.0.138"
"559","29.026279","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.215? Tell 10.0.0.138"
"560","30.031252","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.133? Tell 10.0.0.138"
"561","30.037211","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.215? Tell 10.0.0.138"
"562","30.147148","10.0.0.216","23.218.42.32","QUIC","71","Protected Payload (KP0), DCID=1a2af64b2480cb2c"
"563","30.174366","23.218.42.32","10.0.0.216","QUIC","66","Protected Payload (KP0)"
"564","31.043165","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.75? Tell 10.0.0.138"
"565","31.047142","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.98? Tell 10.0.0.138"
"566","31.359133","13.227.180.4","10.0.0.216","TLSv1.2","154","Application Data"
"567","31.359301","10.0.0.216","13.227.180.4","TLSv1.2","158","Application Data"
"568","31.361628","13.227.180.4","10.0.0.216","TCP","60","443  >  60942 [ACK] Seq=201 Ack=209 Win=168 Len=0"
"569","32.039792","10.0.0.216","142.250.195.227","QUIC","1292","Initial, DCID=0a678886bfeebbdd, PKN: 1, CRYPTO, PING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING"
"570","32.039820","10.0.0.216","142.250.195.227","QUIC","1292","Initial, DCID=0a678886bfeebbdd, PKN: 2, CRYPTO, PING, CRYPTO, CRYPTO"
"571","32.039930","10.0.0.216","142.250.195.227","QUIC","120","0-RTT, DCID=0a678886bfeebbdd"
"572","32.040295","10.0.0.216","142.250.195.227","QUIC","742","0-RTT, DCID=0a678886bfeebbdd"
"573","32.040358","10.0.0.216","142.250.195.227","QUIC","153","0-RTT, DCID=0a678886bfeebbdd"
"574","32.040590","10.0.0.216","142.250.195.227","QUIC","152","0-RTT, DCID=0a678886bfeebbdd"
"575","32.052238","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.215? Tell 10.0.0.138"
"576","32.055655","142.250.195.227","10.0.0.216","QUIC","82","Initial, SCID=ea678886bfeebbdd, PKN: 1, ACK"
"577","32.058064","142.250.195.227","10.0.0.216","QUIC","1292","Initial, SCID=ea678886bfeebbdd, PKN: 2, ACK, PADDING"
"578","32.061069","162.159.134.234","10.0.0.216","TLSv1.2","225","Application Data"
"579","32.082959","10.0.0.216","142.250.195.227","QUIC","1292","Initial, DCID=ea678886bfeebbdd, PKN: 8, PADDING, PING, PADDING"
"580","32.099296","142.250.195.227","10.0.0.216","QUIC","1292","Initial, SCID=ea678886bfeebbdd, PKN: 3, ACK, PADDING"
"581","32.113123","10.0.0.216","162.159.134.234","TCP","54","55864  >  443 [ACK] Seq=122 Ack=341 Win=253 Len=0"
"582","32.128227","10.0.0.216","142.250.195.227","QUIC","1292","Initial, DCID=ea678886bfeebbdd, PKN: 10, PADDING, PING, PADDING"
"583","32.145255","142.250.195.227","10.0.0.216","QUIC","1292","Initial, SCID=ea678886bfeebbdd, PKN: 4, ACK, PADDING"
"584","32.150241","142.250.195.227","10.0.0.216","QUIC","1292","Initial, SCID=ea678886bfeebbdd, PKN: 5, CRYPTO, PADDING"
"585","32.150518","142.250.195.227","10.0.0.216","QUIC","330","Protected Payload (KP0)"
"586","32.150675","10.0.0.216","142.250.195.227","QUIC","120","Handshake, DCID=ea678886bfeebbdd"
"587","32.151700","142.250.195.227","10.0.0.216","QUIC","986","Protected Payload (KP0)"
"588","32.151767","142.250.195.227","10.0.0.216","QUIC","67","Protected Payload (KP0)"
"589","32.151772","10.0.0.216","142.250.195.227","QUIC","73","Protected Payload (KP0), DCID=ea678886bfeebbdd"
"590","32.151839","142.250.195.227","10.0.0.216","QUIC","66","Protected Payload (KP0)"
"591","32.165372","142.250.195.227","10.0.0.216","QUIC","162","Protected Payload (KP0)"
"592","32.165462","10.0.0.216","142.250.195.227","QUIC","73","Protected Payload (KP0), DCID=ea678886bfeebbdd"
"593","32.247028","142.250.195.227","10.0.0.216","QUIC","570","Protected Payload (KP0)"
"594","32.247108","142.250.195.227","10.0.0.216","QUIC","64","Protected Payload (KP0)"
"595","32.247298","142.250.195.227","10.0.0.216","QUIC","128","Protected Payload (KP0)"
"596","32.247319","10.0.0.216","142.250.195.227","QUIC","77","Protected Payload (KP0), DCID=ea678886bfeebbdd"
"597","32.247368","142.250.195.227","10.0.0.216","QUIC","64","Protected Payload (KP0)"
"598","32.247645","10.0.0.216","142.250.195.227","QUIC","77","Protected Payload (KP0), DCID=ea678886bfeebbdd"
"599","32.250900","142.250.195.227","10.0.0.216","QUIC","128","Protected Payload (KP0)"
"600","32.262246","142.250.195.227","10.0.0.216","QUIC","65","Protected Payload (KP0)"
"601","32.262313","142.250.195.227","10.0.0.216","QUIC","65","Protected Payload (KP0)"
"602","32.284901","10.0.0.216","142.250.195.227","QUIC","78","Protected Payload (KP0), DCID=ea678886bfeebbdd"
"603","32.298018","142.250.195.227","10.0.0.216","QUIC","128","Protected Payload (KP0)"
"604","32.298117","10.0.0.216","142.250.195.227","QUIC","75","Protected Payload (KP0), DCID=ea678886bfeebbdd"
"605","32.325168","142.250.195.227","10.0.0.216","QUIC","66","Protected Payload (KP0)"
"606","32.640223","10.0.0.216","63.182.85.211","TLSv1.2","89","Application Data"
"607","32.882603","63.182.85.211","10.0.0.216","TLSv1.2","85","Application Data"
"608","32.932254","10.0.0.216","63.182.85.211","TCP","54","57066  >  443 [ACK] Seq=36 Ack=88877 Win=251 Len=0"
"609","33.046377","10.0.0.216","142.250.195.174","QUIC","1288","Protected Payload (KP0), DCID=e6f9317ddbfd67a5"
"610","33.046407","10.0.0.216","142.250.195.174","QUIC","1292","Protected Payload (KP0), DCID=e6f9317ddbfd67a5"
"611","33.046418","10.0.0.216","142.250.195.174","QUIC","1292","Protected Payload (KP0), DCID=e6f9317ddbfd67a5"
"612","33.046432","10.0.0.216","142.250.195.174","QUIC","1292","Protected Payload (KP0), DCID=e6f9317ddbfd67a5"
"613","33.046447","10.0.0.216","142.250.195.174","QUIC","329","Protected Payload (KP0), DCID=e6f9317ddbfd67a5"
"614","33.059125","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.98? Tell 10.0.0.138"
"615","33.063434","142.250.195.174","10.0.0.216","QUIC","69","Protected Payload (KP0)"
"616","33.065927","142.250.195.174","10.0.0.216","QUIC","65","Protected Payload (KP0)"
"617","33.089813","10.0.0.216","142.250.195.174","QUIC","74","Protected Payload (KP0), DCID=e6f9317ddbfd67a5"
"618","33.091769","142.250.195.174","10.0.0.216","QUIC","66","Protected Payload (KP0)"
"619","33.194245","142.250.195.174","10.0.0.216","QUIC","718","Protected Payload (KP0)"
"620","33.196364","142.250.195.174","10.0.0.216","QUIC","119","Protected Payload (KP0)"
"621","33.196475","10.0.0.216","142.250.195.174","QUIC","77","Protected Payload (KP0), DCID=e6f9317ddbfd67a5"
"622","33.236702","142.250.195.174","10.0.0.216","QUIC","66","Protected Payload (KP0)"
"623","33.547645","162.159.134.234","10.0.0.216","TLSv1.2","185","Application Data"
"624","33.592632","10.0.0.216","162.159.134.234","TCP","54","55864  >  443 [ACK] Seq=122 Ack=472 Win=252 Len=0"
"625","34.065973","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.215? Tell 10.0.0.138"
"626","34.556240","10.0.0.216","35.186.224.35","TLSv1.2","89","Application Data"
"627","34.559279","35.186.224.35","10.0.0.216","TCP","60","443  >  57189 [ACK] Seq=1 Ack=71 Win=1051 Len=0"
"628","34.665068","140.82.114.25","10.0.0.216","TLSv1.2","95","Application Data"
"629","34.665273","10.0.0.216","140.82.114.25","TLSv1.2","99","Ignored Unknown Record"
"630","34.877375","140.82.114.25","10.0.0.216","TCP","60","443  >  61058 [ACK] Seq=42 Ack=47 Win=76 Len=0"
"631","34.991605","142.250.195.234","10.0.0.216","UDP","202","443  >  53034 Len=160"
"632","34.996839","10.0.0.216","142.250.195.234","UDP","75","53034  >  443 Len=33"
"633","35.073012","TechnicolorD_a5:3d:7c","Broadcast","ARP","60","Who has 10.0.0.98? Tell 10.0.0.138"
"634","35.312501","10.0.0.216","3.124.160.96","ICMP","74","Echo (ping) request  id=0x0001, seq=1219/49924, ttl=128 (no response found!)"
"635","35.814641","10.0.0.216","3.124.160.96","TCP","66","62026  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"636","36.055862","3.124.160.96","10.0.0.216","TCP","66","443  >  62026 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1460 SACK_PERM WS=256"
"637","36.055940","10.0.0.216","3.124.160.96","TCP","54","62026  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"638","36.056036","10.0.0.216","3.124.160.96","TCP","54","62026  >  443 [FIN, ACK] Seq=1 Ack=1 Win=65536 Len=0"
"639","36.298089","3.124.160.96","10.0.0.216","TCP","60","443  >  62026 [FIN, ACK] Seq=1 Ack=2 Win=27136 Len=0"
"640","36.298148","10.0.0.216","3.124.160.96","TCP","54","62026  >  443 [ACK] Seq=2 Ack=2 Win=65536 Len=0"
"641","36.300366","10.0.0.102","10.0.0.255","UDP","348","49718  >  5002 Len=306"
"642","36.306975","10.0.0.88","10.0.0.255","UDP","348","51245  >  5002 Len=306"
"643","36.509061","142.250.195.234","10.0.0.216","UDP","122","443  >  53034 Len=80"
"644","36.515449","10.0.0.216","142.250.195.234","UDP","75","53034  >  443 Len=33"
"645","36.578127","10.0.0.216","23.218.42.32","QUIC","71","Protected Payload (KP0), DCID=1a2af64b2480cb2c"
"646","36.606272","23.218.42.32","10.0.0.216","QUIC","66","Protected Payload (KP0)"
"647","36.674071","10.0.0.216","140.82.114.25","TCP","54","61058  >  443 [FIN, ACK] Seq=47 Ack=42 Win=255 Len=0"
"648","36.879210","140.82.114.25","10.0.0.216","TLSv1.2","78","Application Data"
"649","36.879275","10.0.0.216","140.82.114.25","TCP","54","61058  >  443 [RST, ACK] Seq=48 Ack=66 Win=0 Len=0"
"650","36.879311","140.82.114.25","10.0.0.216","TCP","60","443  >  61058 [FIN, ACK] Seq=66 Ack=47 Win=76 Len=0"
"651","36.886350","140.82.114.25","10.0.0.216","TCP","60","443  >  61058 [ACK] Seq=67 Ack=48 Win=76 Len=0"
"652","36.906901","142.250.195.234","10.0.0.216","UDP","122","443  >  53034 Len=80"
"653","36.912254","10.0.0.216","142.250.195.234","UDP","75","53034  >  443 Len=33"
"654","37.045774","fe80::8d08:7b:e2d8:e6b3","fe80::1213:31ff:fea5:3d7c","DNS","96","Standard query 0xfcfe HTTPS alive.github.com"
"655","37.045947","fe80::8d08:7b:e2d8:e6b3","fe80::1213:31ff:fea5:3d7c","DNS","96","Standard query 0xce4e A alive.github.com"
"656","37.058818","fe80::1213:31ff:fea5:3d7c","fe80::8d08:7b:e2d8:e6b3","DNS","180","Standard query response 0xfcfe HTTPS alive.github.com CNAME live.github.com SOA dns1.p08.nsone.net"
"657","37.059644","fe80::1213:31ff:fea5:3d7c","fe80::8d08:7b:e2d8:e6b3","DNS","131","Standard query response 0xce4e A alive.github.com CNAME live.github.com A 140.82.112.26"
"658","37.059933","10.0.0.216","140.82.112.26","TCP","66","62028  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"659","37.293676","140.82.112.26","10.0.0.216","TCP","66","443  >  62028 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1436 SACK_PERM WS=1024"
"660","37.293748","10.0.0.216","140.82.112.26","TCP","54","62028  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"661","37.294149","10.0.0.216","140.82.112.26","TLSv1.3","1943","Client Hello (SNI=alive.github.com)"
"662","37.528708","140.82.112.26","10.0.0.216","TCP","60","443  >  62028 [ACK] Seq=1 Ack=1890 Win=71680 Len=0"
"663","37.530288","140.82.112.26","10.0.0.216","TLSv1.3","1490","Server Hello, Change Cipher Spec, Application Data"
"664","37.531188","140.82.112.26","10.0.0.216","TCP","1490","443  >  62028 [PSH, ACK] Seq=1437 Ack=1890 Win=71680 Len=1436 [TCP segment of a reassembled PDU]"
"665","37.531213","10.0.0.216","140.82.112.26","TCP","54","62028  >  443 [ACK] Seq=1890 Ack=2873 Win=66048 Len=0"
"666","37.531423","140.82.112.26","10.0.0.216","TLSv1.3","282","Application Data, Application Data, Application Data"
"667","37.532710","10.0.0.216","140.82.112.26","TLSv1.3","118","Change Cipher Spec, Application Data"
"668","37.532878","10.0.0.216","140.82.112.26","TLSv1.3","832","Application Data"
"669","37.669475","10.0.0.216","142.250.195.129","TCP","55","61874  >  443 [ACK] Seq=1 Ack=1 Win=259 Len=1 [TCP segment of a reassembled PDU]"
"670","37.684353","142.250.195.129","10.0.0.216","TCP","66","443  >  61874 [ACK] Seq=1 Ack=2 Win=1044 Len=0 SLE=1 SRE=2"
"671","37.765546","140.82.112.26","10.0.0.216","TLSv1.3","133","Application Data"
"672","37.765664","140.82.112.26","10.0.0.216","TLSv1.3","133","Application Data"
"673","37.765691","10.0.0.216","140.82.112.26","TCP","54","62028  >  443 [ACK] Seq=2732 Ack=3259 Win=65536 Len=0"
"674","37.779401","140.82.112.26","10.0.0.216","TLSv1.3","642","Application Data"
"675","37.780543","10.0.0.216","140.82.112.26","TLSv1.3","105","Application Data"
"676","38.054982","140.82.112.26","10.0.0.216","TCP","60","443  >  62028 [ACK] Seq=3847 Ack=2783 Win=74752 Len=0"
